BusinessArea;CompanyCode;Department;Division;Employee;Employee_Desc;Fulltime;FutureLeader;Gender;HasLeft;ImpactofLoss;Job_Desc;Location;Location_ID;Manager;Manager_Desc;Married;NewToPosition;PayGrade;Performance;Latitude;Longitude;StandardWeeklyHours;Workingdaysperweek;Salary_AVG_Var;Age;Seniority;Salary
Business Area A;NA Corp.;E079769;DIV02;E079769;Goettge, Jackson;TRUE;#;Male;n;medium impact;Administrative Support;Paris;France;E252825;Henkes, Marko;TRUE;FALSE;GR-13;Satisfactory;48.86;2.35;40;5;0.53;50;0;163144
Business Area A;NA Corp.;E084183;DIV03;E084183;Coldrey, Dan;TRUE;TRUE;Male;n;medium impact;Administrative Support;Paris;France;E266882;Schilling, Corrina;FALSE;FALSE;GR-10;Insufficient;48.86;2.35;40;5;-0.37;50;2;67050
Business Area A;NA Corp.;E084490;DIV02;E084490;Choy, Dan;TRUE;TRUE;Male;n;Unassigned;Administrative Support;Sydney;REG0003;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Successful;-33.93;151.17;40;5;0.06;57;2;113133
Business Area A;NA Corp.;E097066;DIV09;E097066;Lim, Dennis;TRUE;TRUE;Male;n;Unassigned;Administrative Support;Bangalore;India;E300121;Lauzon, Charyl;FALSE;FALSE;GR-9;Successful;13.2;77.71;40;5;-0.59;23;5;44053
Business Area A;NA Corp.;E104333;DIV04;E104333;Esfandiar, Dominik;TRUE;TRUE;Male;n;Unassigned;Administrative Support;Bangalore;India;E019974;Bigonnet, Amanda;FALSE;FALSE;GR-9;Successful;13.2;77.71;40;5;-0.67;27;5;35569
Business Area A;NA Corp.;E118900;DIV09;E118900;Menard, Eric;TRUE;#;Male;n;very high impact;Administrative Support;Philadelphia;REG0001;E300121;Lauzon, Charyl;FALSE;FALSE;H-1;Progressing;39.87;-75.25;40;5;-0.08;43;5;98060
Business Area A;NA Corp.;E118944;DIV01;E118944;Mar, Eric;TRUE;TRUE;Male;n;medium impact;Administrative Support;Philadelphia;REG0001;E144808;Eckstein, Hemanth;FALSE;FALSE;GR-7;Successful;39.87;-75.25;40;5;-0.57;41;5;45636
Business Area A;NA Corp.;E120802;DIV04;E120802;Ke, Erik;TRUE;#;Male;n;very high impact;Administrative Support;Philadelphia;REG0001;E095280;Michligk, Kearney;FALSE;FALSE;GR-8;Successful;39.87;-75.25;40;5;-0.22;49;5;82831
Business Area A;NA Corp.;E123900;DIV02;E123900;Dinkar, Phillip;TRUE;#;Male;n;medium impact;Administrative Support;Philadelphia;REG0001;E252825;Henkes, Marko;FALSE;FALSE;GR-12;Satisfactory;39.87;-75.25;40;5;0.35;37;0;143987
Business Area A;NA Corp.;E124811;DIV03;E124811;Chan-Henry, Sanford;TRUE;#;Male;n;very high impact;Administrative Support;Philadelphia;REG0001;E266882;Schilling, Corrina;FALSE;FALSE;H-1;Satisfactory;39.87;-75.25;40;5;0.03;44;0;109398
Business Area A;NA Corp.;E131960;DIV05;E131960;Stocker, Geoff;TRUE;TRUE;Male;n;Unassigned;Administrative Support;Philadelphia;REG0001;E044139;Willig, Bernie;TRUE;FALSE;GR-9;Satisfactory;39.87;-75.25;40;5;-0.35;31;5;69110
Business Area A;NA Corp.;E154464;DIV07;E154464;Simpson, Hyunwoo;TRUE;#;Male;n;very high impact;Administrative Support;Sydney;REG0003;E154464;Simpson, Hyunwoo;FALSE;FALSE;H-1;Satisfactory;-33.93;151.17;40;5;0.09;50;5;116372
Business Area A;NA Corp.;E165093;DIV02;E165093;Gu, Berkley;TRUE;#;Male;n;medium impact;Administrative Support;Sydney;REG0003;E252825;Henkes, Marko;FALSE;FALSE;GR-7;Successful;-33.93;151.17;40;5;-0.41;26;5;62798
Business Area A;NA Corp.;E177531;DIV02;E177531;Pierce, Jayant;TRUE;#;Male;n;medium impact;Administrative Support;Paris;France;E252825;Henkes, Marko;FALSE;FALSE;GR-12;Insufficient;48.86;2.35;40;5;0.41;47;0;149577
Business Area A;NA Corp.;E187850;DIV03;E187850;Gonzalez, Corrine;TRUE;#;Female;n;very high impact;Administrative Support;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Outstanding;39.87;-75.25;40;5;-0.22;47;3;82610
Business Area A;NA Corp.;E189305;DIV03;E189305;Esquivel, Jia;TRUE;#;Female;n;medium impact;Administrative Support;San Francisco;REG0004;E237930;Alpizar, Josh;FALSE;FALSE;GR-13;Extraordinary;37.62;-122.38;40;5;1.14;61;1;227112
Business Area A;NA Corp.;E196581;DIV02;E196581;Yin, Darill;TRUE;TRUE;Male;n;Unassigned;Administrative Support;Frankfurt;Germany;E252825;Henkes, Marko;FALSE;FALSE;GR-12;Satisfactory;50.03;8.57;40;5;0.34;51;0;142898
Business Area A;NA Corp.;E197667;DIV02;E197667;Yang, Jochen;TRUE;#;Male;n;medium impact;Administrative Support;Frankfurt;Germany;E252825;Henkes, Marko;FALSE;FALSE;GR-14;Satisfactory;50.03;8.57;40;5;0.13;28;3;120379
Business Area A;NA Corp.;E199816;DIV03;E199816;Tomlinson, Joey;TRUE;#;Male;n;medium impact;Administrative Support;Frankfurt;Germany;E237930;Alpizar, Josh;FALSE;FALSE;GR-10;Extraordinary;50.03;8.57;40;5;-0.35;61;3;69445
Business Area A;NA Corp.;E200205;DIV02;E200205;Tenholte, Joey;TRUE;TRUE;Male;n;Unassigned;Administrative Support;Frankfurt;Germany;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Satisfactory;50.03;8.57;40;5;-0.27;46;3;77699
Business Area A;NA Corp.;E204013;DIV02;E204013;Radhakrishnan, Johnson;TRUE;TRUE;Male;n;medium impact;Administrative Support;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Progressing;37.62;-122.38;40;5;-0.12;51;3;94030
Business Area A;NA Corp.;E227786;DIV02;E227786;MARINESCU, Cicily;TRUE;TRUE;Female;n;Unassigned;Administrative Support;Philadelphia;REG0001;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Extraordinary;39.87;-75.25;40;5;-0.04;33;5;101967
Business Area A;NA Corp.;E250764;DIV09;E250764;Kaur, Mona;TRUE;#;Female;n;medium impact;Administrative Support;Philadelphia;REG0001;E300121;Lauzon, Charyl;FALSE;FALSE;GR-12;Insufficient;39.87;-75.25;40;5;0.26;55;3;133725
Business Area A;NA Corp.;E255514;DIV02;E255514;Sokhan, Geoff;TRUE;TRUE;Male;y;medium impact;Administrative Support;San Francisco;REG0004;E252825;Henkes, Marko;TRUE;FALSE;GR-10;Successful;37.62;-122.38;40;5;0.54;63;5;196021
Business Area A;NA Corp.;E257215;DIV03;E257215;Dea, Matthias;TRUE;TRUE;Male;n;medium impact;Administrative Support;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;GR-12;Satisfactory;39.87;-75.25;40;5;1.05;28;3;217734
Business Area A;NA Corp.;E260474;DIV02;E260474;Bergman, Trip;TRUE;#;Male;n;very high impact;Administrative Support;Philadelphia;REG0001;E252825;Henkes, Marko;FALSE;FALSE;H-1;Outstanding;39.87;-75.25;40;5;-0.05;51;3;100944
Business Area A;NA Corp.;E261551;DIV01;E261551;Alas, Michael;TRUE;TRUE;Male;n;Unassigned;Administrative Support;Philadelphia;REG0001;E144808;Eckstein, Hemanth;FALSE;FALSE;GR-9;Insufficient;39.87;-75.25;40;5;-0.32;38;1;72594
Business Area A;NA Corp.;E265767;DIV05;E265767;Sun, Michael;TRUE;#;Male;n;medium impact;Administrative Support;San Francisco;REG0004;E044139;Willig, Bernie;FALSE;FALSE;GR-10;Successful;37.62;-122.38;40;5;0.07;46;3;114217
Business Area A;NA Corp.;E265901;DIV02;E265901;Stergios, Michael;TRUE;TRUE;Male;n;Unassigned;Administrative Support;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Satisfactory;37.62;-122.38;40;5;0.19;46;3;126243
Business Area A;NA Corp.;E282371;DIV02;E282371;Carrothers, Pennie;TRUE;#;Female;n;very high impact;Administrative Support;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;H-1;Successful;37.62;-122.38;40;5;0.2;51;4;127681
Business Area A;NA Corp.;E285010;DIV03;E285010;Ekkel, Jacob;TRUE;#;Female;y;very high impact;Administrative Support;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;H-1;Insufficient;39.87;-75.25;40;5;0.08;37;5;151674
Business Area A;NA Corp.;E291985;DIV03;E291985;Pinto, Oliver;TRUE;TRUE;Male;n;medium impact;Administrative Support;Mexico City;REG0002;E237930;Alpizar, Josh;FALSE;FALSE;GR-13;Insufficient;19.43;-99.08;40;5;0.89;32;4;201293
Business Area A;NA Corp.;E292880;DIV03;E292880;Nam, Olivier;TRUE;TRUE;Male;n;Unassigned;Administrative Support;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;GR-10;Satisfactory;39.87;-75.25;40;5;0.24;27;4;131837
Business Area A;NA Corp.;E294149;DIV02;E294149;Mahajan, Parry;TRUE;#;Male;n;medium impact;Administrative Support;Sydney;REG0003;E252825;Henkes, Marko;FALSE;FALSE;GR-12;Progressing;-33.93;151.17;40;5;-0.18;33;0;86766
Business Area A;NA Corp.;E300118;DIV09;E300118;Liu, La verne;TRUE;TRUE;Female;n;Unassigned;Administrative Support;San Francisco;REG0004;E300121;Lauzon, Charyl;FALSE;FALSE;GR-9;Successful;37.62;-122.38;40;5;-0.02;61;2;104229
Business Area B;LA Corp.;E000899;DIV03;E000899;Xu, Georgeta;TRUE;FALSE;Female;n;Unassigned;Administrative Support;Paris;France;E237930;Alpizar, Josh;FALSE;TRUE;GR-13;Satisfactory;48.86;2.35;40;5;-0.07;36;1;99276
Business Area B;LA Corp.;E030847;DIV09;E030847;Mantuano, Harwell;TRUE;FALSE;Male;n;Unassigned;Administrative Support;Sydney;REG0003;E300121;Lauzon, Charyl;FALSE;FALSE;GR-9;Satisfactory;-33.93;151.17;40;5;-0.13;63;5;92228
Business Area B;LA Corp.;E072374;DIV06;E072374;Meng, Christopher;TRUE;FALSE;Male;n;Unassigned;Administrative Support;Paris;France;E042395;Alas, Benny;FALSE;FALSE;GR-9;Satisfactory;48.86;2.35;40;5;-0.37;42;2;66744
Business Area B;LA Corp.;E103930;DIV03;E103930;Gholami, Dominik;TRUE;TRUE;Male;n;Unassigned;Administrative Support;Bangalore;India;E237930;Alpizar, Josh;FALSE;FALSE;GR-12;Insufficient;13.2;77.71;40;5;-0.09;26;5;97279
Business Area B;LA Corp.;E117550;DIV03;E117550;Neal, Eric;TRUE;TRUE;Male;n;Unassigned;Administrative Support;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;GR-15;Successful;39.87;-75.25;40;5;1.45;57;0;260854
Business Area B;LA Corp.;E129612;DIV03;E129612;Wong, Gaurav;TRUE;FALSE;Male;n;Unassigned;Administrative Support;Sydney;REG0003;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Successful;-33.93;151.17;40;5;-0.14;31;0;91699
Business Area B;LA Corp.;E134406;DIV03;E134406;Radulescu, Giovanni;TRUE;FALSE;Male;n;Unassigned;Administrative Support;San Francisco;REG0004;E237930;Alpizar, Josh;FALSE;TRUE;GR-9;Insufficient;37.62;-122.38;40;5;-0.12;68;5;93153
Business Area B;LA Corp.;E157200;DIV05;E157200;Nguyen, Herb;TRUE;FALSE;Male;n;very high impact;Administrative Support;Frankfurt;Germany;E044139;Willig, Bernie;FALSE;TRUE;GR-9;Successful;50.03;8.57;40;5;-0.42;37;1;61466
Business Area B;LA Corp.;E160214;DIV05;E160214;Krotova, Issac;TRUE;FALSE;Male;n;Unassigned;Administrative Support;Dubai;HREG006;E044139;Willig, Bernie;FALSE;TRUE;GR-6;Insufficient;25.25;55.33;40;5;-0.57;30;5;45502
Business Area B;LA Corp.;E208268;DIV03;E208268;Lee, Jonis;TRUE;TRUE;Female;n;Unassigned;Administrative Support;Sydney;REG0003;E266882;Schilling, Corrina;FALSE;FALSE;GR-9;Insufficient;-33.93;151.17;40;5;-0.38;47;1;65589
Business Area B;LA Corp.;E208295;DIV03;E208295;Landry, Jordan;TRUE;FALSE;Male;n;Unassigned;Administrative Support;Sydney;REG0003;E237930;Alpizar, Josh;FALSE;TRUE;GR-13;Extraordinary;-33.93;151.17;40;5;0.51;47;1;160635
Business Area B;LA Corp.;E227427;DIV03;E227427;McAlpine, Kevin;TRUE;TRUE;Male;n;Unassigned;Administrative Support;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Insufficient;39.87;-75.25;40;5;-0.02;47;0;104003
Business Area B;LA Corp.;E234286;DIV09;E234286;Gu, Kyle;TRUE;#;Male;n;Unassigned;Administrative Support;Sydney;REG0003;E300121;Lauzon, Charyl;FALSE;FALSE;GR-9;Outstanding;-33.93;151.17;40;5;-0.28;50;5;76403
Business Area B;LA Corp.;E239128;DIV03;E239128;Yu, Syd;TRUE;FALSE;Male;n;very high impact;Administrative Support;San Francisco;REG0004;E237930;Alpizar, Josh;FALSE;TRUE;GR-9;Satisfactory;37.62;-122.38;40;5;0.09;50;5;116342
Business Area B;LA Corp.;E285019;DIV09;E285019;Dyck, Jacob;TRUE;#;Male;y;Unassigned;Administrative Support;Philadelphia;REG0001;E300121;Lauzon, Charyl;FALSE;FALSE;GR-9;Outstanding;39.87;-75.25;40;5;-0.32;45;5;86987
Business Area C;LA Corp.;E000707;DIV03;E000707;Yau, Aaron;TRUE;FALSE;Male;n;very high impact;Administrative Support;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;GR-12;Insufficient;39.87;-75.25;40;5;1.04;58;1;216525
Business Area C;LA Corp.;E001724;DIV03;E001724;Wcislo, Jodi;TRUE;FALSE;Male;n;Unassigned;Administrative Support;Paris;France;E237930;Alpizar, Josh;FALSE;FALSE;GR-12;Successful;48.86;2.35;40;5;0.4;51;1;148872
Business Area C;LA Corp.;E010869;DIV09;E010869;Lim, Albert;TRUE;FALSE;Male;n;Unassigned;Administrative Support;Philadelphia;REG0001;E300121;Lauzon, Charyl;FALSE;FALSE;GR-9;Insufficient;39.87;-75.25;40;5;-0.27;49;1;78133
Business Area C;LA Corp.;E020953;DIV02;E020953;Addanki, Amrit;TRUE;FALSE;Male;n;Unassigned;Administrative Support;Sydney;REG0003;E252825;Henkes, Marko;FALSE;FALSE;GR-7;Insufficient;-33.93;151.17;40;5;-0.48;46;5;55744
Business Area C;LA Corp.;E039236;DIV03;E039236;Cheng, Barry;TRUE;FALSE;Male;n;Unassigned;Administrative Support;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;GR-10;Outstanding;39.87;-75.25;40;5;0.27;26;2;134907
Business Area C;LA Corp.;E069773;DIV09;E069773;Roy, Winnie;TRUE;FALSE;Male;n;Unassigned;Administrative Support;Paris;France;E300121;Lauzon, Charyl;FALSE;FALSE;GR-6;Insufficient;48.86;2.35;40;5;-0.55;21;2;47976
Business Area C;LA Corp.;E073784;DIV03;E073784;MAYOR, Christopher;TRUE;FALSE;Male;n;Unassigned;Administrative Support;Paris;France;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Outstanding;48.86;2.35;40;5;-0.29;47;0;75631
Business Area C;LA Corp.;E103157;DIV06;E103157;Han, Dickson;TRUE;FALSE;Male;n;Unassigned;Administrative Support;Bangalore;India;E044771;Toor, Bill;FALSE;FALSE;GR-9;Successful;13.2;77.71;40;5;-0.58;47;5;44744
Business Area C;LA Corp.;E123464;DIV03;E123464;Gans, Faizullah;TRUE;FALSE;Male;n;Unassigned;Administrative Support;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Satisfactory;39.87;-75.25;40;5;0.17;38;0;123963
Business Area C;LA Corp.;E129946;DIV03;E129946;Wang, Gavin;TRUE;#;Male;n;Unassigned;Administrative Support;San Francisco;REG0004;E237930;Alpizar, Josh;FALSE;FALSE;GR-7;Insufficient;37.62;-122.38;40;5;-0.25;31;5;80088
Business Area C;LA Corp.;E143668;DIV03;E143668;Grigorov, Ase;TRUE;FALSE;Male;n;Unassigned;Administrative Support;Frankfurt;Germany;E237930;Alpizar, Josh;FALSE;FALSE;GR-6;Extraordinary;50.03;8.57;40;5;-0.66;47;5;36236
Business Area C;LA Corp.;E185611;DIV02;E185611;Ho, Detlef;TRUE;#;Female;y;Unassigned;Administrative Support;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-12;Insufficient;37.62;-122.38;40;5;0.93;55;5;246734
Business Area C;LA Corp.;E192365;DIV09;E192365;Carsley, Izabel;TRUE;FALSE;Female;n;Unassigned;Administrative Support;Paris;France;E300121;Lauzon, Charyl;FALSE;FALSE;GR-6;Satisfactory;48.86;2.35;40;5;-0.65;23;3;37194
Business Area C;LA Corp.;E203046;DIV02;E203046;Rojkov, Marcy;TRUE;#;Female;n;Unassigned;Administrative Support;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Progressing;37.62;-122.38;40;5;-0.2;52;3;84682
Business Area C;LA Corp.;E208256;DIV02;E208256;Li, Carmon;TRUE;FALSE;Female;n;Unassigned;Administrative Support;Sydney;REG0003;E252825;Henkes, Marko;FALSE;FALSE;GR-7;Satisfactory;-33.93;151.17;40;5;-0.35;57;3;69525
Business Area C;LA Corp.;E216138;DIV02;E216138;Deng, Hali;TRUE;FALSE;Female;n;Unassigned;Administrative Support;Philadelphia;REG0001;E252825;Henkes, Marko;FALSE;FALSE;GR-6;Insufficient;39.87;-75.25;40;5;-0.72;62;1;29973
Business Area C;LA Corp.;E226382;DIV02;E226382;Nguyen, Jaquelin;TRUE;FALSE;Female;n;Unassigned;Administrative Support;Sydney;REG0003;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Satisfactory;-33.93;151.17;40;5;0.14;29;0;121349
Business Area C;LA Corp.;E237824;DIV05;E237824;Aubert, Linda;TRUE;FALSE;Female;n;Unassigned;Administrative Support;Mexico City;REG0002;E044139;Willig, Bernie;FALSE;FALSE;GR-9;Satisfactory;19.43;-99.08;40;5;-0.21;36;5;84502
Business Area C;LA Corp.;E246422;DIV03;E246422;PR, Maddy;TRUE;FALSE;Female;n;Unassigned;Administrative Support;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;GR-13;Insufficient;39.87;-75.25;40;5;0.9;37;3;201701
Business Area C;LA Corp.;E266545;DIV02;E266545;Shi, Michael;TRUE;#;Male;n;Unassigned;Administrative Support;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-10;Satisfactory;37.62;-122.38;40;5;0.51;46;5;160052
Business Area C;LA Corp.;E296306;DIV09;E296306;Kuo, Lorilyn;TRUE;FALSE;Female;n;Unassigned;Administrative Support;Philadelphia;REG0001;E300121;Lauzon, Charyl;FALSE;FALSE;GR-9;Extraordinary;39.87;-75.25;40;5;-0.2;36;3;84652
Business Area C;LA Corp.;E298613;DIV02;E298613;Hertzog, Ella;TRUE;FALSE;Female;n;Unassigned;Administrative Support;Sydney;REG0003;E252825;Henkes, Marko;FALSE;FALSE;GR-6;Successful;-33.93;151.17;40;5;-0.54;30;0;48476
Business Area C;NA Corp.;E012908;DIV01;E012908;Kim, Alex;TRUE;TRUE;Male;n;very high impact;Administrative Support;San Francisco;REG0004;E144808;Eckstein, Hemanth;FALSE;FALSE;GR-9;Outstanding;37.62;-122.38;40;5;-0.19;48;1;86101
Business Area C;NA Corp.;E016945;DIV03;E016945;Fung, Alexandre;TRUE;TRUE;Male;n;very high impact;Administrative Support;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Satisfactory;39.87;-75.25;40;5;-0.28;54;1;76609
Business Area C;NA Corp.;E017904;DIV02;E017904;Demehri, Enrico;TRUE;TRUE;Male;n;very high impact;Administrative Support;Frankfurt;Germany;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Outstanding;50.03;8.57;40;5;-0.39;58;1;64931
Business Area C;NA Corp.;E019248;DIV03;E019248;Chen, Ali;TRUE;TRUE;Female;n;very high impact;Administrative Support;Paris;France;E237930;Alpizar, Josh;TRUE;TRUE;GR-9;Satisfactory;48.86;2.35;40;5;-0.26;58;1;78524
Business Area C;NA Corp.;E021981;DIV02;E021981;Yew, Andong;TRUE;#;Male;n;Unassigned;Administrative Support;Sydney;REG0003;E252825;Henkes, Marko;FALSE;FALSE;GR-7;Satisfactory;-33.93;151.17;40;5;-0.25;63;5;80270
Business Area C;NA Corp.;E032136;DIV02;E032136;Li, Neal;TRUE;#;Male;n;Unassigned;Administrative Support;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-7;Insufficient;37.62;-122.38;40;5;-0.47;53;2;56025
Business Area C;NA Corp.;E049840;DIV02;E049840;Obry, Woodman;TRUE;TRUE;Male;n;Unassigned;Administrative Support;Sydney;REG0003;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Satisfactory;-33.93;151.17;40;5;-0.36;33;2;68056
Business Area C;NA Corp.;E052710;DIV03;E052710;Laterman, Brian;TRUE;#;Male;n;Unassigned;Administrative Support;Frankfurt;Germany;E237930;Alpizar, Josh;FALSE;FALSE;GR-7;Successful;50.03;8.57;40;5;-0.45;47;2;58710
Business Area C;NA Corp.;E053339;DIV02;E053339;Koh, Brian;TRUE;#;Male;n;Unassigned;Administrative Support;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-11;Insufficient;37.62;-122.38;40;5;0.56;47;2;166131
Business Area C;NA Corp.;E058030;DIV04;E058030;Fung, Samuele;TRUE;#;Male;n;Unassigned;Administrative Support;Paris;France;E095280;Michligk, Kearney;FALSE;FALSE;GR-7;Satisfactory;48.86;2.35;40;5;-0.39;36;0;65321
Business Area C;NA Corp.;E062112;DIV02;E062112;Botticchio, Chandan;TRUE;TRUE;Male;n;medium impact;Administrative Support;Frankfurt;Germany;E252825;Henkes, Marko;FALSE;TRUE;GR-15;Progressing;50.03;8.57;40;5;1.88;55;2;306166
Business Area C;NA Corp.;E063710;DIV02;E063710;Yao, Chapman;TRUE;#;Male;n;Unassigned;Administrative Support;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-8;Satisfactory;37.62;-122.38;40;5;-0.16;63;2;89214
Business Area C;NA Corp.;E068446;DIV02;E068446;Shao, Chance;TRUE;#;Male;n;Unassigned;Administrative Support;Sydney;REG0003;E252825;Henkes, Marko;FALSE;FALSE;GR-7;Satisfactory;-33.93;151.17;40;5;-0.23;45;2;82189
Business Area C;NA Corp.;E071255;DIV02;E071255;Obry, Christopher;TRUE;TRUE;Male;n;Unassigned;Administrative Support;Sydney;REG0003;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Satisfactory;-33.93;151.17;40;5;-0.06;32;2;99620
Business Area C;NA Corp.;E077693;DIV03;E077693;Jardine, Clarence;TRUE;TRUE;Male;n;medium impact;Administrative Support;Sydney;REG0003;E237930;Alpizar, Josh;FALSE;TRUE;GR-16;Successful;-33.93;151.17;40;5;2.15;45;0;335362
Business Area C;NA Corp.;E080578;DIV09;E080578;Gao, Agosto;TRUE;TRUE;Male;n;Unassigned;Administrative Support;Frankfurt;Germany;E300121;Lauzon, Charyl;TRUE;TRUE;GR-9;Successful;50.03;8.57;40;5;-0.25;37;1;79595
Business Area C;NA Corp.;E084077;DIV04;E084077;Delhaes, Dan;TRUE;#;Male;n;Unassigned;Administrative Support;Paris;France;E019974;Bigonnet, Amanda;FALSE;FALSE;GR-7;Successful;48.86;2.35;40;5;-0.66;50;2;36339
Business Area C;NA Corp.;E099384;DIV05;E099384;Kauffmann, Derek;TRUE;#;Male;n;Unassigned;Administrative Support;Bangalore;India;E044139;Willig, Bernie;FALSE;FALSE;GR-9;Satisfactory;13.2;77.71;40;5;-0.62;62;5;39889
Business Area C;NA Corp.;E111614;DIV01;E111614;Xiang, Edward;TRUE;TRUE;Male;n;medium impact;Administrative Support;Philadelphia;REG0001;E144808;Eckstein, Hemanth;FALSE;FALSE;GR-9;Extraordinary;39.87;-75.25;40;5;-0.29;55;5;75323
Business Area C;NA Corp.;E121833;DIV02;E121833;Huxtable, Romeo;TRUE;TRUE;Male;n;Unassigned;Administrative Support;Philadelphia;REG0001;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Insufficient;39.87;-75.25;40;5;-0.23;39;5;81497
Business Area C;NA Corp.;E123361;DIV02;E123361;Glass, Faizullah;TRUE;TRUE;Male;n;Unassigned;Administrative Support;Philadelphia;REG0001;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Outstanding;39.87;-75.25;40;5;-0.21;48;5;84493
Business Area C;NA Corp.;E124542;DIV06;E124542;Del Boccio, Fay;TRUE;#;Female;n;Unassigned;Administrative Support;Philadelphia;REG0001;E124542;Del Boccio, Fay;FALSE;FALSE;GR-7;Successful;39.87;-75.25;40;5;-0.14;27;0;91836
Business Area C;NA Corp.;E125051;DIV02;E125051;Buchholz, Nobie;TRUE;#;Male;n;Unassigned;Administrative Support;Philadelphia;REG0001;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Progressing;39.87;-75.25;40;5;0.11;29;5;118521
Business Area C;NA Corp.;E134996;DIV08;E134996;Pastor, Gloria;TRUE;TRUE;Female;n;medium impact;Administrative Support;San Francisco;REG0004;E293226;Montag, Orla;FALSE;TRUE;GR-9;Extraordinary;37.62;-122.38;40;5;-0.22;40;5;83380
Business Area C;NA Corp.;E146073;DIV03;E146073;Dalley, Henry;TRUE;#;Male;n;Unassigned;Administrative Support;Philadelphia;REG0001;E237930;Alpizar, Josh;FALSE;FALSE;GR-7;Successful;39.87;-75.25;40;5;-0.28;48;5;76612
Business Area C;NA Corp.;E155267;DIV02;E155267;Riboud, Ian;TRUE;TRUE;Male;n;Unassigned;Administrative Support;Sydney;REG0003;E252825;Henkes, Marko;FALSE;FALSE;GR-9;Insufficient;-33.93;151.17;40;5;-0.23;43;5;81906
Business Area C;NA Corp.;E157554;DIV05;E157554;Meyer, Tome;TRUE;TRUE;Male;n;Unassigned;Administrative Support;Frankfurt;Germany;E044139;Willig, Bernie;FALSE;FALSE;GR-9;Outstanding;50.03;8.57;40;5;-0.38;39;5;65440
Business Area C;NA Corp.;E161366;DIV03;E161366;Kessler, Ivan;TRUE;#;Male;n;Unassigned;Administrative Support;San Francisco;REG0004;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Successful;37.62;-122.38;40;5;-0.16;25;5;89331
Business Area C;NA Corp.;E163079;DIV02;E163079;Martin, Dejun;TRUE;TRUE;Female;y;Unassigned;Administrative Support;San Francisco;REG0004;E252825;Henkes, Marko;FALSE;FALSE;GR-13;Progressing;37.62;-122.38;40;5;1.16;26;5;274976
Business Area C;NA Corp.;E164716;DIV02;E164716;Hajizadeh, Joel;TRUE;#;Male;n;Unassigned;Administrative Support;Sydney;REG0003;E252825;Henkes, Marko;FALSE;FALSE;GR-7;Extraordinary;-33.93;151.17;40;5;-0.24;27;5;81338
Business Area C;NA Corp.;E166587;DIV03;E166587;Ekkel, Jacob;TRUE;TRUE;Male;n;Unassigned;Administrative Support;Sydney;REG0003;E237930;Alpizar, Josh;FALSE;FALSE;GR-9;Outstanding;-33.93;151.17;40;5;-0.23;22;0;81635
Business Area C;NA Corp.;E167159;DIV02;E167159;Denford, Jacques;TRUE;#;Male;n;Unassigned;Administrative Support;Sydney;REG0003;E252825;Henkes, Marko;FALSE;FALSE;GR-7;Outstanding;-33.93;151.17;40;5;-0.27;36;5;77761
Business Area C;NA Corp.;E181089;DIV03;E181089;Mantuano, Jean;TRUE;TRUE;Female;n;Unassigned;Administrative Support;San Francisco;REG0004;E237930;Alpizar, Josh;FALSE;FALSE;GR-13;Outstanding;37.62;-122.38;40;5;1.11;36;4;224083
